"Age","spBrand","spAge","spWBUseFreq","spSEUseFreq","spComfInstallBrowser","spComfDefaultBrowserChange","spComfDefaultSearchChange","Sex","GUID","spComfInstallBrowser_recode","spComfDefaultBrowserChange_recode","spComfDefaultSearchChange_recode","Ethnicity","Education","Income","spComfort"
79,16,2,1,1,3,3,3,2,"91bd36e3-2318-1fb9-7961-01964731a70a",2,2,2,"I prefer not to answer","University/Higher Education","",2
54,16,1,2,2,4,2,3,1,"91c651fd-9140-c680-027f-66ed9028952c",3,1,2,"White","University/Higher Education","",2
76,NA,NA,NA,NA,1,1,1,1,"91fb3f57-e3b2-1190-3ed5-08d0da5864bf",0,0,0,"White","Postgraduate Education","$0 - $14,999",0
33,1,1,1,2,3,3,3,1,"92254046-9e2f-a10b-e1c4-770e533c5ab6",2,2,2,"Black or African American","Secondary School","",2
41,16,4,2,2,5,5,5,1,"9230da71-e508-7d96-eff3-ed1bf1d3e59a",4,4,4,"White","University/Higher Education","$50,000 - $79,999",4
42,1,1,2,2,5,4,5,2,"923546ec-339f-7721-ed6e-711ecfd5d00b",4,3,4,"White","University/Higher Education","$50,000 - $79,999",3.66666666666667
72,4,1,3,7,3,3,5,1,"9248adde-a502-a3b2-8c5c-9a63820f7c07",2,2,4,"White","University/Higher Education","",2.66666666666667
71,16,3,3,4,2,2,2,2,"92b14007-4851-2591-6885-779a8ad68dea",1,1,1,"White","University/Higher Education","$15,000 - $24,999",1
24,7,3,7,5,4,3,1,2,"93425607-8695-b93f-8685-6169e7b861ef",3,2,0,"Black or African American","Postgraduate Education","",1.66666666666667
38,1,4,5,3,5,5,4,2,"939888ce-c39d-9d17-5c4c-bfb3368bc725",4,4,3,"Black or African American","High School/Tertiary/Tech. College","",3.66666666666667
41,10,1,2,1,5,5,4,2,"94200938-f868-59fc-a8ba-3e0bdc24acd0",4,4,3,"White","University/Higher Education","$100,000 - $149,999",3.66666666666667
36,NA,NA,NA,NA,2,1,2,2,"942cd71d-46a7-9547-a49f-e00730d95ef4",1,0,1,"","University/Higher Education","",0.666666666666667
59,NA,NA,NA,NA,NA,NA,NA,1,"9445d15b-2e37-94ee-9cd9-e66e5171c4b3",NA,NA,NA,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",NA
66,11,1,2,3,3,3,3,1,"9462e722-3221-f631-a6a0-d0490b3035cf",2,2,2,"White","University/Higher Education","$50,000 - $79,999",2
70,16,2,6,7,2,2,3,2,"95735b50-e097-0104-fbd2-6c58a3d1a9bb",1,1,2,"White","University/Higher Education","$80,000 - $99,999",1.33333333333333
49,1,5,1,2,4,4,4,2,"957f05d2-cff9-3b67-a550-325440c20a3a",3,3,3,"White","University/Higher Education","$25,000 - $49,999",3
74,1,5,7,7,3,3,3,2,"95874aaa-cae4-62e6-4328-7dac4bccd376",2,2,2,"White","University/Higher Education","$50,000 - $79,999",2
74,1,1,6,6,3,1,1,1,"959e98aa-7253-cede-1628-afb513196147",2,0,0,"White","University/Higher Education","$50,000 - $79,999",0.666666666666667
42,1,1,1,1,1,1,1,1,"963e6d94-7722-5788-fa16-5a15fa5b977a",0,0,0,"White","University/Higher Education","$50,000 - $79,999",0
65,16,2,1,1,4,4,4,2,"966e0318-b88e-5d0b-e69a-3445e954e8f0",3,3,3,"White","University/Higher Education","$100,000 - $149,999",3
42,4,2,2,7,3,3,3,1,"96aea4b7-821b-b50a-6a35-93855f396563",2,2,2,"White","Secondary School","",2
54,4,3,1,1,3,3,3,1,"97629564-9420-0cc8-ece6-a24929ba9989",2,2,2,"White","High School/Tertiary/Tech. College","$0 - $14,999",2
43,2,3,4,4,3,3,3,1,"976dd4f3-8131-8c26-e571-e346ee6a921e",2,2,2,"Black or African American","High School/Tertiary/Tech. College","$0 - $14,999",2
33,NA,NA,NA,NA,2,2,3,2,"97a9c4f9-e532-d0e3-6c7b-f382b1270311",1,1,2,"White","High School/Tertiary/Tech. College","",1.33333333333333
81,NA,NA,NA,NA,1,1,1,1,"97faad09-3545-89b7-3e8b-9ad1551cd0ca",0,0,0,"White","Postgraduate Education","",0
43,NA,NA,NA,NA,3,3,3,1,"9818b9df-75d7-277f-965d-8e33724c661a",2,2,2,"Other","High School/Tertiary/Tech. College","$80,000 - $99,999",2
79,1,6,7,5,2,2,2,1,"984f1cc9-6514-64d0-914b-2b648db18f38",1,1,1,"White","High School/Tertiary/Tech. College","$50,000 - $79,999",1
64,11,1,1,1,1,1,1,1,"98aecda7-336e-dd3f-7c25-fa85ba65bc48",0,0,0,"White","University/Higher Education","",0
32,1,1,1,1,5,5,5,1,"9945b71e-206a-817f-819c-806e3028c9f9",4,4,4,"White","High School/Tertiary/Tech. College","",4
79,NA,NA,NA,NA,1,1,1,1,"9955a520-6ac9-30e8-91a2-927ec348afcd",0,0,0,"White","University/Higher Education;University/Higher Education","$25,000 - $49,999",0
71,11,2,3,3,1,1,1,2,"996696f1-6511-91ae-be73-a14d72149c1c",0,0,0,"White","High School/Tertiary/Tech. College","$80,000 - $99,999",0
68,21,2,7,7,2,2,2,2,"99910b8b-ac33-0d6c-4909-3cbaba086866",1,1,1,"White","University/Higher Education","$50,000 - $79,999",1
47,16,2,1,4,5,5,5,2,"9a2825e9-47f9-c4ac-ec6b-12035fe4a229",4,4,4,"White","High School/Tertiary/Tech. College","",4
55,16,2,2,4,2,3,2,2,"9a3d07bc-5772-3efa-ed3e-30165049a75b",1,2,1,"Black or African American","High School/Tertiary/Tech. College","$15,000 - $24,999",1.33333333333333
48,7,1,1,2,4,4,4,1,"9a446892-78a4-467c-8010-5f6f80cfbf53",3,3,3,"White","High School/Tertiary/Tech. College","",3
39,4,6,1,1,5,5,5,1,"9a544251-1164-7de1-8cd3-757f5858f5b6",4,4,4,"White","High School/Tertiary/Tech. College","$50,000 - $79,999",4
24,NA,NA,NA,NA,2,5,4,1,"9b15719d-f64b-2477-9d1f-463ebdadde7a",1,4,3,"White","Postgraduate Education","$15,000 - $24,999",2.66666666666667
22,1,1,1,1,3,3,3,2,"9b23904d-6bde-60d3-e7cf-a70809ff8ba6",2,2,2,"White","High School/Tertiary/Tech. College","$80,000 - $99,999",2
56,NA,NA,NA,NA,NA,NA,NA,1,"9b3fa8d1-ff9b-1de2-fb53-9f14c42d183c",NA,NA,NA,"White","University/Higher Education","$25,000 - $49,999",NA
61,1,2,2,3,4,5,4,1,"9b5279b7-100c-4537-9635-4e799733f462",3,4,3,"White","High School/Tertiary/Tech. College","",3.33333333333333
70,16,2,6,6,5,5,5,2,"9b694f3c-6e11-74b6-bebe-78429b5695d7",4,4,4,"White","University/Higher Education","$0 - $14,999",4
61,3,2,1,2,2,2,3,1,"9b755d5c-325e-0c0a-fdde-6a5eaf9562b5",1,1,2,"White","High School/Tertiary/Tech. College;High School/Tertiary/Tech. College","$50,000 - $79,999",1.33333333333333
67,NA,NA,NA,NA,3,2,3,2,"9b7fd58c-b54d-bd37-a60e-e2546cd85e4e",2,1,2,"Black or African American","University/Higher Education","$25,000 - $49,999",1.66666666666667
80,NA,NA,NA,NA,2,2,2,1,"9c96f938-16fb-5f5b-4aba-cebd73a1eed2",1,1,1,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",1
69,1,1,2,2,2,1,1,1,"9ca5187e-4a2f-5893-2dfc-2f8e01cc5a93",1,0,0,"White","University/Higher Education","$15,000 - $24,999",0.333333333333333
28,17,3,4,4,1,1,2,2,"9d092250-c4d4-bd10-87d2-1522574f9780",0,0,1,"White","University/Higher Education","",0.333333333333333
50,1,2,4,4,1,1,1,2,"9d2c83d8-5e4c-a108-f45a-b407271da531",0,0,0,"White","University/Higher Education","$25,000 - $49,999",0
66,16,2,1,1,1,1,1,1,"9d5c0f42-431d-54f8-d4c0-38775dcd13a8",0,0,0,"White","University/Higher Education","$25,000 - $49,999",0
58,1,3,2,2,4,4,4,1,"9db5582f-3ad6-a7ea-69ad-6f9ed8edd7c2",3,3,3,"White","University/Higher Education","$50,000 - $79,999",3
65,1,1,1,1,5,5,4,1,"9dd49fb7-4e48-c152-5c35-a8ff8815155b",4,4,3,"White","University/Higher Education","$25,000 - $49,999",3.66666666666667
34,1,1,1,2,5,5,4,2,"9de43ba1-ddaa-1a1c-5323-0ccf5c704e4c",4,4,3,"White","University/Higher Education","$25,000 - $49,999",3.66666666666667
70,NA,NA,NA,NA,NA,NA,NA,2,"9df8adef-02f2-f7a5-706d-9ad35b541a02",NA,NA,NA,"White","University/Higher Education","$80,000 - $99,999",NA
21,6,1,4,2,2,4,2,2,"9e0bf584-7273-d102-cf06-c2208c96b263",1,3,1,"Black or African American","Postgraduate Education","",1.66666666666667
79,7,3,1,1,3,4,4,2,"9e15d26b-ef2e-8d50-9de9-e53ea975f486",2,3,3,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",2.66666666666667
46,16,2,2,4,1,1,1,2,"9e234a86-56e9-43c4-e704-7d0850ea9f72",0,0,0,"White","University/Higher Education","$15,000 - $24,999",0
62,1,1,1,1,1,1,1,2,"9e2e6052-7cf0-27d6-f7d0-5705164887bf",0,0,0,"White","University/Higher Education","$50,000 - $79,999",0
18,NA,NA,NA,NA,1,2,2,2,"9e78410e-8b83-644e-bc8c-765352e64ee1",0,1,1,"American Indian or Alaska Native","Secondary School","",0.666666666666667
68,7,1,1,1,5,5,5,1,"9e8e906f-8815-10f3-4aed-a7a530966f82",4,4,4,"White","University/Higher Education","$50,000 - $79,999",4
81,1,3,4,4,3,3,3,2,"9edeab2a-00f6-e3ad-00a8-9cf5954202e6",2,2,2,"White","University/Higher Education","$100,000 - $149,999",2
79,1,1,1,3,5,5,5,2,"9ee19006-4fc9-c9e0-6984-a7caac6adfec",4,4,4,"White","University/Higher Education","$50,000 - $79,999",4
46,11,1,1,1,4,4,4,2,"9ff9086d-d8e7-2438-23ef-3fd24acb3f8a",3,3,3,"White","High School/Tertiary/Tech. College","",3
75,1,2,4,4,1,1,1,1,"9ffb772a-10bf-2992-73a8-40d0adfd09c7",0,0,0,"Asian","High School/Tertiary/Tech. College","$50,000 - $79,999",0
71,1,5,2,3,3,3,2,1,"a08ade9b-9cb4-8478-0219-e9a1cff3cc73",2,2,1,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",1.66666666666667
20,NA,NA,NA,NA,1,3,1,1,"a0e413ea-9aeb-386d-2068-24cf53bf5d0d",0,2,0,"White","High School/Tertiary/Tech. College","",0.666666666666667
47,1,1,1,7,3,3,3,1,"a0e66439-d0bd-facc-68bb-53cda15f5dde",2,2,2,"White","High School/Tertiary/Tech. College","",2
34,3,1,1,1,1,4,3,1,"a0fa7296-253a-a7b3-2514-45d105f3297e",0,3,2,"Hispanic or Latino","University/Higher Education","$25,000 - $49,999",1.66666666666667
68,NA,NA,NA,NA,1,3,3,2,"a0ffd2bb-206d-4b75-7139-e5d4fcf77356",0,2,2,"White","University/Higher Education","$50,000 - $79,999",1.33333333333333
67,1,5,3,3,5,5,4,1,"a152318a-224a-343a-8a08-0679637ce660",4,4,3,"White","University/Higher Education","$15,000 - $24,999",3.66666666666667
71,1,2,3,3,4,3,3,1,"a1701511-d44d-ea2d-b493-225be94e3cfa",3,2,2,"White","University/Higher Education","$50,000 - $79,999",2.33333333333333
24,NA,NA,NA,NA,NA,NA,NA,2,"a1aa389d-7c62-a64b-241f-0f81fb813170",NA,NA,NA,"Black or African American","Secondary School","",NA
18,NA,3,NA,NA,5,5,3,1,"a1b5c8e2-5865-e701-7160-ff9e0e4d810f",4,4,2,"Black or African American","Postgraduate Education","",3.33333333333333
54,NA,NA,NA,NA,5,5,5,1,"a1bb6fd5-2c9c-781f-6357-5890e788ad3d",4,4,4,"American Indian or Alaska Native","High School/Tertiary/Tech. College","",4
75,NA,NA,NA,NA,4,2,2,2,"a1befbae-0e25-8cc8-662c-cc9535a6ca72",3,1,1,"White","Postgraduate Education","$200,000 or more",1.66666666666667
66,1,3,1,1,3,3,3,1,"a1fbf9f4-9f8b-a791-7376-ced088d88b1d",2,2,2,"White","High School/Tertiary/Tech. College","$100,000 - $149,999",2
19,3,2,4,4,2,3,3,2,"a27d2b88-f923-7ffb-a40a-1c563deb1a78",1,2,2,"White","High School/Tertiary/Tech. College","",1.66666666666667
70,1,3,2,2,4,3,2,1,"a29d0032-efde-203f-59b0-37b63b8e28da",3,2,1,"White","University/Higher Education","",2
18,14,2,6,4,1,1,1,2,"a2aa8495-d2a8-9bec-7217-b38153b31672",0,0,0,"White","Secondary School","",0
76,NA,NA,NA,NA,NA,NA,NA,2,"a2b3d5bf-a119-c5ad-6b3d-e2983e155a52",NA,NA,NA,"White","Postgraduate Education","$25,000 - $49,999",NA
39,7,5,3,3,4,3,3,1,"a2c83003-89d9-ae05-4681-07e3225ba2f8",3,2,2,"White","High School/Tertiary/Tech. College","",2.33333333333333
52,11,1,1,1,1,3,4,2,"a2e8d0d8-d1e2-d95e-2c5a-e7c330c01132",0,2,3,"White","University/Higher Education","",1.66666666666667
75,1,2,2,4,2,2,3,1,"a2f7be3d-c629-6733-33bf-89dc3e7207d0",1,1,2,"White","University/Higher Education","$50,000 - $79,999",1.33333333333333
48,NA,NA,NA,NA,NA,NA,NA,2,"a34c6802-b554-8e50-9580-5f675f4670ea",NA,NA,NA,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",NA
22,4,5,3,1,4,3,4,2,"a3a29ef4-b3a1-83cd-7076-a989d2bf4d13",3,2,3,"","University/Higher Education","",2.66666666666667
42,11,1,1,1,4,4,4,1,"a3c231d9-0d80-343b-485b-06e9cda65a3e",3,3,3,"White","","$25,000 - $49,999",3
47,1,3,1,2,5,2,3,1,"a3dc69b6-2366-949e-1834-5ef7c158e75f",4,1,2,"White","University/Higher Education","",2.33333333333333
80,21,3,4,4,2,2,2,2,"a3ffe011-fb0b-c85f-3a93-d7d4795b1dfc",1,1,1,"Black or African American","University/Higher Education","$25,000 - $49,999",1
38,1,1,1,3,1,4,5,1,"a41c1c64-cce2-1463-d8e6-2b37a7cacb83",0,3,4,"Black or African American","University/Higher Education","",2.33333333333333
46,1,3,1,1,4,4,4,1,"a43c4ae1-f963-dfd3-b263-7d17f8e5aa06",3,3,3,"Asian","University/Higher Education","$80,000 - $99,999",3
78,16,2,1,2,3,3,3,1,"a46fe71e-5fb5-661a-ab9c-d044304c98f4",2,2,2,"White","University/Higher Education","$50,000 - $79,999",2
65,1,6,2,4,2,2,2,1,"a4e1257d-c3e6-0b25-24ff-12ca8e842597",1,1,1,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",1
30,16,2,2,4,3,4,3,1,"a5d97395-9ec9-7b9d-1d17-44f221f97b7c",2,3,2,"Black or African American","High School/Tertiary/Tech. College","",2.33333333333333
41,4,1,3,4,2,3,1,1,"a5de2bfa-2637-2fa6-0678-1cf58bc6e212",1,2,0,"White","High School/Tertiary/Tech. College","$100,000 - $149,999",1
75,11,2,4,1,3,3,3,1,"a614f8cb-e26b-19ce-d049-cf3faf71250b",2,2,2,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",2
29,1,1,1,1,3,3,3,2,"a62af3b2-1e51-d490-f330-c401c875dc55",2,2,2,"White","High School/Tertiary/Tech. College","",2
49,16,1,5,5,5,5,4,1,"a62eb860-6a95-56c9-eae2-8f0547fc8288",4,4,3,"Asian","University/Higher Education","",3.66666666666667
76,NA,NA,NA,NA,1,1,1,1,"a631b350-7075-263d-f5d2-841a5be09189",0,0,0,"White","University/Higher Education","",0
80,NA,NA,NA,NA,NA,NA,NA,2,"a67ba9dd-350f-830a-aa5f-9e50c528df07",NA,NA,NA,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",NA
23,NA,NA,NA,NA,NA,NA,NA,1,"a6b6e324-d389-bfd3-3ea6-d49db5d5c7cf",NA,NA,NA,"Hispanic or Latino","Postgraduate Education","$80,000 - $99,999",NA
74,16,1,6,6,3,3,2,2,"a6f1ffa5-7e6f-d78b-3527-c8dafaaa9a5b",2,2,1,"White","Postgraduate Education","$100,000 - $149,999",1.66666666666667
32,11,3,3,4,4,4,4,2,"a739aea5-4815-8705-3d24-991247c7c842",3,3,3,"White","University/Higher Education","$100,000 - $149,999",3
66,16,1,1,1,4,4,5,2,"a7a7a74a-845c-1d9a-63c8-908cdd9a61ad",3,3,4,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",3.33333333333333
57,NA,NA,NA,NA,1,1,2,1,"a8292262-fe36-3f8f-ede0-15023528fa88",0,0,1,"White","Secondary School","",0.333333333333333
56,7,2,1,1,1,2,1,2,"a858e9ca-0673-9ac2-8148-de7390fb0520",0,1,0,"Black or African American","High School/Tertiary/Tech. College","$0 - $14,999",0.333333333333333
21,1,1,1,1,1,1,1,2,"a8656603-fab2-5650-a181-514e57fe7feb",0,0,0,"Black or African American","High School/Tertiary/Tech. College","",0
57,16,3,3,4,5,4,4,2,"a86e28b4-d604-f21b-aa36-1f455b431659",4,3,3,"White","University/Higher Education","$25,000 - $49,999",3.33333333333333
64,16,2,1,1,4,4,4,1,"a88982c7-36ed-e3af-5745-b5a2ba7ff42a",3,3,3,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",3
70,1,6,6,5,4,2,2,1,"a8af986b-b072-6b25-6be9-af84949d3582",3,1,1,"White","University/Higher Education","",1.66666666666667
66,1,2,2,2,4,4,4,1,"a8b0cde3-5ca4-9a05-3861-fa9b3cec480e",3,3,3,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",3
34,19,2,1,2,5,5,4,2,"a925d200-717a-9164-2281-e50e3f85b8e7",4,4,3,"White","University/Higher Education","$50,000 - $79,999",3.66666666666667
62,4,6,1,1,5,2,3,1,"a929ab21-ba9b-5320-eda3-9c0224ef3eea",4,1,2,"White","High School/Tertiary/Tech. College","",2.33333333333333
57,1,2,1,1,1,1,1,1,"a96b10bf-1850-89f8-b13d-274062c5df4d",0,0,0,"White","University/Higher Education","",0
50,7,3,3,3,4,4,4,2,"a96d9570-23ba-a6c4-6af1-a2466f9a8697",3,3,3,"I prefer not to answer","High School/Tertiary/Tech. College","$15,000 - $24,999",3
32,5,5,1,1,4,4,4,1,"a9924737-939b-a361-4db5-70b9738b6bda",3,3,3,"Black or African American","High School/Tertiary/Tech. College","$25,000 - $49,999",3
35,16,1,2,2,3,3,3,1,"a9b27c4c-2c72-48d0-76ce-4b990797a8a4",2,2,2,"White","University/Higher Education","",2
23,9,2,4,4,1,3,3,2,"aa2fa6bc-a20d-268e-eb3e-9104d4b63b40",0,2,2,"I prefer not to answer","None completed","",1.33333333333333
30,NA,NA,NA,NA,NA,NA,NA,1,"aa51a7fe-bb20-69b9-957c-907a616a5c16",NA,NA,NA,"Hispanic or Latino","High School/Tertiary/Tech. College","$0 - $14,999",NA
41,11,2,1,1,1,1,1,1,"aa70f60d-3739-4ca9-aa8f-c15b8cdfd0ea",0,0,0,"White","High School/Tertiary/Tech. College","",0
44,1,3,5,4,2,3,4,1,"aaa91835-3a07-8cac-27b7-2f824b6070c2",1,2,3,"White","Postgraduate Education","$150,000 - $199,999",2
67,NA,NA,NA,NA,1,1,1,1,"aac6b0ca-90f2-b5cd-1e48-87eda9f49026",0,0,0,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",0
29,16,1,2,2,4,4,4,1,"ab057c10-0a9a-76a0-dd92-4b2e699debf7",3,3,3,"White","High School/Tertiary/Tech. College","",3
18,NA,NA,NA,NA,NA,NA,NA,2,"abc49f6c-8e55-a2a4-1dee-a8efe928648b",NA,NA,NA,"","High School/Tertiary/Tech. College","",NA
67,NA,NA,NA,NA,3,4,4,1,"ac6830cf-c613-7775-e04d-074364d75626",2,3,3,"Black or African American","High School/Tertiary/Tech. College","$25,000 - $49,999",2.66666666666667
58,1,1,2,2,4,4,3,1,"acd4ac36-57ff-3268-5ab4-9bff066dfcde",3,3,2,"White","Primary School","$25,000 - $49,999",2.66666666666667
75,7,3,4,4,5,5,5,1,"acdfb34d-09b7-2dc0-51cf-84f4152c44a0",4,4,4,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",4
53,10,1,2,4,1,3,1,1,"ad836eb4-0748-bcad-4736-59a8c807ef5b",0,2,0,"Hispanic or Latino","High School/Tertiary/Tech. College","",0.666666666666667
59,16,1,3,3,4,4,NA,2,"add8ff0a-8cf7-a752-5088-c8f35f33d8e2",3,3,NA,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",NA
51,4,1,7,7,1,2,2,1,"adee1bf3-bb20-4fcf-6671-2cc5e1c7ef1b",0,1,1,"White","Secondary School","",0.666666666666667
65,16,5,1,1,5,5,4,2,"adf64fa8-eeeb-1879-7e2a-78dd903bba5b",4,4,3,"White","High School/Tertiary/Tech. College","$50,000 - $79,999",3.66666666666667
25,1,3,1,1,4,4,4,1,"ae2342c1-4bf5-dc3d-ad43-750820685229",3,3,3,"Hispanic or Latino","High School/Tertiary/Tech. College","$25,000 - $49,999",3
23,1,2,1,1,4,3,4,1,"ae6855ce-eefb-7939-ac4c-62433dd60924",3,2,3,"Hispanic or Latino","University/Higher Education","",2.66666666666667
45,11,3,1,1,2,3,3,2,"ae972cf5-3b4c-c382-5377-1bbcadacdc1b",1,2,2,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",1.66666666666667
66,1,7,2,3,4,3,4,1,"aeba9e21-cb04-88c9-7ea3-a991bcee0bcc",3,2,3,"White","Postgraduate Education","$25,000 - $49,999",2.66666666666667
35,1,1,1,1,4,4,4,2,"aef1203e-5b23-d5d7-35bc-17da8b14bfd6",3,3,3,"White","University/Higher Education","",3
51,16,4,1,1,1,2,1,1,"af380df8-a6db-f5a9-fc7a-3a1376e32110",0,1,0,"White","High School/Tertiary/Tech. College","",0.333333333333333
70,1,3,6,6,3,3,3,1,"af39bf45-361a-ff6a-b1c7-8812f4e666a8",2,2,2,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",2
26,NA,NA,NA,NA,3,3,5,1,"af540220-48ef-3721-90a2-357f26c8cfc9",2,2,4,"Black or African American","Secondary School","",2.66666666666667
40,16,2,2,2,5,5,5,2,"af5bcf6e-c072-bc6e-82ec-f870adff49b6",4,4,4,"White","University/Higher Education","$25,000 - $49,999",4
75,1,1,3,4,2,2,2,1,"af8885e8-ace8-d3d4-006a-b2a3e1a93802",1,1,1,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",1
60,16,1,2,4,5,5,5,1,"afe1f8fc-d76b-cda7-257e-cfca789c1314",4,4,4,"White","University/Higher Education","$0 - $14,999",4
69,NA,NA,NA,NA,NA,NA,NA,2,"b01456ca-4f84-6778-d048-613f0ece4a21",NA,NA,NA,"White","University/Higher Education","$50,000 - $79,999",NA
72,11,1,3,3,1,1,1,1,"b01c252a-0c2f-0eb4-d8a8-12375aff8cd1",0,0,0,"White","University/Higher Education","",0
60,11,1,1,1,2,2,2,1,"b0627805-56a5-7dfd-ba87-4f49c2d295e2",1,1,1,"White","Postgraduate Education","$25,000 - $49,999",1
47,4,4,1,1,4,4,4,1,"b0aaec56-e9eb-8173-73d4-db81954410a2",3,3,3,"White","University/Higher Education","",3
25,1,1,1,1,4,4,3,2,"b0c795d6-6bc6-9e58-c057-a2ec32a67231",3,3,2,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",2.66666666666667
61,11,1,1,1,5,5,5,2,"b15fbc13-dd85-f9f2-8691-8b74d07226fe",4,4,4,"Black or African American","High School/Tertiary/Tech. College","$15,000 - $24,999",4
80,NA,NA,NA,NA,NA,NA,NA,1,"b170fe9f-4f9c-d032-b41d-c95b6cbf8b72",NA,NA,NA,"White","University/Higher Education","$50,000 - $79,999",NA
49,16,2,1,3,4,4,4,1,"b175c97e-480b-f4ef-acfc-fe5e48758a93",3,3,3,"White","High School/Tertiary/Tech. College","$0 - $14,999",3
67,16,1,2,2,3,2,3,1,"b1802acd-100f-11b4-374f-1dabb43b413c",2,1,2,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",1.66666666666667
31,16,4,2,1,5,5,4,2,"b1978f87-d60f-b1f1-5305-b8bc4bfd3660",4,4,3,"White","High School/Tertiary/Tech. College","",3.66666666666667
25,1,2,1,1,1,1,5,2,"b1b50a48-22c9-25bf-71ca-3d9e32a5a7a1",0,0,4,"Black or African American","High School/Tertiary/Tech. College","",1.33333333333333
27,1,2,1,1,1,5,5,1,"b1fb9634-963e-be3a-3fb6-a1d031ea4ed3",0,4,4,"White","High School/Tertiary/Tech. College","",2.66666666666667
51,NA,NA,NA,NA,2,2,2,1,"b204e9f5-a859-c4fe-b377-de2fb597211d",1,1,1,"Black or African American","None completed","",1
42,16,3,3,3,5,5,5,1,"b20d9992-3786-8ac9-c910-ae264567f375",4,4,4,"Hispanic or Latino","University/Higher Education","",4
63,1,2,2,2,4,4,4,1,"b221b6fc-95b5-ff95-fd7e-810aa3775511",3,3,3,"White","University/Higher Education","$100,000 - $149,999",3
83,NA,NA,NA,NA,NA,NA,NA,2,"b2dfc208-d9df-579b-518a-f5f4adb88be2",NA,NA,NA,"White","University/Higher Education","$50,000 - $79,999",NA
59,16,5,1,1,1,5,5,1,"b2e5053c-c9ce-2ebf-21be-32cebd9f2ef8",0,4,4,"White","University/Higher Education","$15,000 - $24,999",2.66666666666667
50,11,1,3,4,3,2,2,1,"b35062fb-65ec-4de2-9479-557bd600ad0e",2,1,1,"White","University/Higher Education","",1.33333333333333
27,12,2,1,1,1,5,5,1,"b35dc131-dab9-99ac-d5b3-f6765edc8ad6",0,4,4,"White","High School/Tertiary/Tech. College","",2.66666666666667
80,16,4,4,4,5,5,5,2,"b36a2b22-1803-753d-e2a0-1c41d8c110ca",4,4,4,"White","University/Higher Education","$50,000 - $79,999",4
54,NA,NA,NA,NA,NA,NA,NA,1,"b3b2040a-94b9-173a-7688-3399f19473e2",NA,NA,NA,"White","High School/Tertiary/Tech. College","",NA
75,21,3,3,3,4,3,3,2,"b3f635dc-4b87-5c74-2f5e-02dd61058e30",3,2,2,"White","Postgraduate Education","$0 - $14,999",2.33333333333333
69,1,5,3,3,3,3,3,2,"b4563b68-8793-69d5-deea-0c7d755cd385",2,2,2,"White","University/Higher Education","$25,000 - $49,999",2
67,1,1,3,3,4,3,3,1,"b45961de-84ee-3ef4-d15c-5672e232d037",3,2,2,"White","University/Higher Education","$25,000 - $49,999",2.33333333333333
53,16,1,1,1,2,4,2,1,"b476c1cc-b365-e8bf-b24e-f65d4b405a08",1,3,1,"White","University/Higher Education","",1.66666666666667
45,7,5,2,2,5,5,5,2,"b4959ff5-0149-85f1-5077-a8beb25e871c",4,4,4,"White","University/Higher Education","$50,000 - $79,999",4
75,11,1,1,1,4,4,4,2,"b49f4277-430f-a716-46f5-75b49518409e",3,3,3,"White","University/Higher Education","$50,000 - $79,999",3
80,16,1,3,3,2,2,2,1,"b523f0e2-5129-1390-fa60-c7088d35ab0a",1,1,1,"White","High School/Tertiary/Tech. College","$25,000 - $49,999",1
24,16,5,1,1,4,4,4,1,"b53f7c4e-3c5b-4d6c-fbcc-4b148568d8a9",3,3,3,"White","University/Higher Education","",3
19,NA,NA,NA,NA,5,5,5,1,"b583a652-e591-ff26-0bd0-91a8a34af5bd",4,4,4,"White","High School/Tertiary/Tech. College","",4
60,16,1,1,1,1,1,1,1,"b5a72085-6f50-c309-7d07-178cad4c896c",0,0,0,"Other","High School/Tertiary/Tech. College","$50,000 - $79,999",0
44,NA,NA,NA,NA,5,5,5,2,"b5de5f76-d214-8a4d-1af4-68f5e2d3359e",4,4,4,"White","Secondary School","",4
19,11,3,1,1,4,5,5,2,"b5df9a81-8a9e-2be5-0003-adf45df3897a",3,4,4,"Black or African American","University/Higher Education","$50,000 - $79,999",3.66666666666667
58,21,1,7,7,5,5,5,2,"b61bad3e-883d-38a0-95bc-9a305cabc3d6",4,4,4,"White","High School/Tertiary/Tech. College","$15,000 - $24,999",4
